"V1","V2"
399.6916,0
400.1737,0.09521258
400.6559,0.09467155
401.138,0.09423622
401.6201,0.09355682
402.1023,0.09222049
402.5844,0.08997642
403.0666,0.08688005
403.5487,0.08333629
404.0308,0.07999015
404.513,0.07756586
404.9951,0.07664159
405.4772,0.0774389
405.9594,0.0796693
406.4415,0.08260066
406.9236,0.08533491
407.4058,0.08717938
407.8879,0.08786626
408.3701,0.08755746
408.8522,0.08668572
409.3343,0.08579016
409.8165,0.08534817
410.2986,0.08568012
410.7807,0.08689206
411.2629,0.08890158
411.745,0.09149153
412.2271,0.09438412
412.7093,0.09728254
413.1914,0.09989552
413.6736,0.1019542
414.1557,0.1032506
414.6378,0.1036756
415.12,0.1032428
415.6021,0.1020705
416.0843,0.1003551
416.5664,0.09831797
417.0485,0.09618496
417.5307,0.09415796
418.0128,0.09240455
418.4949,0.09103552
418.9771,0.09009568
419.4592,0.08955389
419.9413,0.08931914
420.4235,0.08926019
420.9056,0.08924294
421.3878,0.08916364
421.8699,0.0889781
422.352,0.08871137
422.8342,0.08844151
423.3163,0.08826542
423.7984,0.08826353
424.2806,0.08847483
424.7627,0.0888923
425.2448,0.08946546
425.727,0.09012447
426.2091,0.09079436
426.6913,0.09140494
427.1734,0.09188742
427.6555,0.09217788
428.1377,0.0922188
428.6198,0.09198163
429.102,0.09148945
429.5841,0.09083574
430.0662,0.0901756
430.5484,0.08969077
431.0305,0.08953574
431.5126,0.08979107
431.9948,0.09043518
432.4769,0.09135515
432.959,0.09237849
433.4412,0.09333476
433.9233,0.09410366
434.4055,0.09464417
434.8876,0.09498462
435.3697,0.09518992
435.8519,0.09532093
436.334,0.09541217
436.8161,0.09547054
437.2983,0.09549847
437.7804,0.09551647
438.2625,0.09557407
438.7447,0.0957368
439.2268,0.09605912
439.709,0.09655376
440.1911,0.09718011
440.6732,0.09785449
441.1554,0.09848412
441.6375,0.09900864
442.1196,0.099425
442.6018,0.09978548
443.0839,0.1001678
443.566,0.1006329
444.0482,0.1011913
444.5303,0.1017938
445.0125,0.1023549
445.4946,0.1027957
445.9767,0.1030813
446.4589,0.1032407
446.941,0.1033579
447.4232,0.1035361
447.9053,0.1038613
448.3874,0.1043669
448.8696,0.1050287
449.3517,0.105778
449.8338,0.1065305
450.316,0.1072144
450.7981,0.1077874
451.2802,0.1082386
451.7624,0.1085797
452.2445,0.1088313
452.7267,0.1090158
453.2088,0.1091538
453.6909,0.1092625
454.1731,0.1093548
454.6552,0.1094372
455.1373,0.1095041
455.6195,0.1095391
456.1016,0.1095171
456.5837,0.1094163
457.0659,0.1092287
457.548,0.108968
458.0302,0.1086667
458.5123,0.1083658
458.9944,0.1080993
459.4766,0.1078838
459.9587,0.107713
460.4409,0.107568
460.923,0.1074284
461.4051,0.1072827
461.8873,0.1071317
462.3694,0.1069865
462.8515,0.1068536
463.3337,0.1067301
463.8158,0.1065966
464.2979,0.1064252
464.7801,0.1061888
465.2622,0.1058741
465.7444,0.1054856
466.2265,0.1050448
466.7086,0.1045802
467.1908,0.1041176
467.6729,0.1036699
468.155,0.1032372
468.6372,0.1028091
469.1193,0.1023737
469.6014,0.1019246
470.0836,0.1014665
470.5657,0.1010153
471.0479,0.1005988
471.53,0.1002488
472.0121,0.09999765
472.4943,0.09987034
472.9764,0.09987895
473.4586,0.1000159
473.9407,0.1002567
474.4228,0.100561
474.905,0.1008827
475.3871,0.1011775
475.8692,0.1014102
476.3514,0.1015567
476.8335,0.1016011
477.3156,0.101529
477.7978,0.1013256
478.2799,0.1009764
478.7621,0.1004792
479.2442,0.09985565
479.7263,0.09916208
480.2085,0.09848471
480.6906,0.09792306
481.1727,0.09755941
481.6549,0.09743305
482.137,0.09752256
482.6191,0.09775116
483.1013,0.09801027
483.5834,0.09819721
484.0656,0.09824815
484.5477,0.09815923
485.0298,0.09798025
485.512,0.09779061
485.9941,0.09766627
486.4763,0.0976521
486.9584,0.09774867
487.4405,0.09792091
487.9227,0.09811785
488.4048,0.09829675
488.8869,0.0984373
489.3691,0.09854614
489.8512,0.09864564
490.3333,0.09876144
490.8155,0.09891035
491.2976,0.09909621
491.7798,0.09931169
492.2619,0.09954423
492.744,0.09977858
493.2262,0.09999835
493.7083,0.1001833
494.1904,0.1003118
494.6726,0.1003623
495.1547,0.1003246
495.6368,0.1002071
496.119,0.1000407
496.6011,0.09987202
497.0833,0.09975167
497.5654,0.09971593
498.0475,0.09977634
498.5297,0.09991519
499.0118,0.1000955
499.494,0.1002761
499.9761,0.1004266
500.4582,0.1005362
500.9404,0.1006118
501.4225,0.1006684
501.9046,0.1007191
502.3868,0.1007654
502.8689,0.1007996
503.351,0.1008102
503.8332,0.1007918
504.3153,0.1007489
504.7975,0.1006974
505.2796,0.1006571
505.7617,0.1006452
506.2439,0.1006708
506.726,0.1007344
507.2081,0.1008325
507.6903,0.1009611
508.1724,0.1011177
508.6545,0.1013004
509.1367,0.101502
509.6188,0.1017091
510.101,0.1019011
510.5831,0.1020582
511.0652,0.1021697
511.5474,0.1022396
512.0295,0.1022868
512.5117,0.1023381
512.9938,0.1024148
513.476,0.1025243
513.9581,0.1026533
514.4402,0.1027736
514.9224,0.1028538
515.4045,0.1028721
515.8866,0.1028251
516.3688,0.1027302
516.8509,0.1026178
517.333,0.1025214
517.8152,0.1024656
518.2973,0.1024637
518.7794,0.102516
519.2616,0.1026168
519.7437,0.1027582
520.2258,0.1029344
520.708,0.103139
521.1901,0.1033635
521.6722,0.1035934
522.1544,0.1038095
522.6365,0.1039913
523.1187,0.1041225
523.6008,0.1041949
524.0829,0.1042112
524.5651,0.1041819
525.0472,0.1041238
525.5294,0.1040535
526.0115,0.1039875
526.4937,0.1039397
526.9758,0.1039221
527.4579,0.1039438
527.9401,0.1040091
528.4222,0.1041155
528.9043,0.1042529
529.3865,0.104404
529.8686,0.1045486
530.3507,0.1046697
530.8329,0.1047586
531.315,0.1048159
531.7971,0.1048518
532.2793,0.1048797
532.7614,0.104913
533.2435,0.1049594
533.7257,0.1050215
534.2078,0.1050979
534.6899,0.1051862
535.1721,0.1052846
535.6542,0.1053922
536.1364,0.1055068
536.6185,0.1056237
537.1006,0.1057347
537.5828,0.1058299
538.0649,0.1059012
538.5471,0.1059454
539.0292,0.1059652
539.5114,0.1059693
539.9935,0.1059692
540.4756,0.1059758
540.9578,0.1059975
541.4399,0.1060399
541.922,0.1061056
542.4042,0.1061956
542.8863,0.106308
543.3684,0.106438
543.8506,0.106576
544.3327,0.1067089
544.8148,0.1068215
545.297,0.1069025
545.7791,0.1069478
546.2612,0.1069636
546.7434,0.106965
547.2255,0.106971
547.7076,0.1069988
548.1898,0.1070575
548.6719,0.1071463
549.1541,0.1072567
549.6362,0.107377
550.1183,0.1074977
550.6005,0.1076144
551.0826,0.1077279
551.5648,0.1078415
552.0469,0.1079576
552.5291,0.1080749
553.0112,0.1081887
553.4933,0.1082934
553.9755,0.108386
554.4576,0.1084663
554.9397,0.1085389
555.4219,0.1086097
555.904,0.1086837
556.3861,0.1087627
556.8683,0.1088458
557.3504,0.1089297
557.8325,0.1090114
558.3147,0.1090888
558.7968,0.109162
559.2789,0.1092317
559.7611,0.1092992
560.2432,0.1093649
560.7253,0.109429
561.2075,0.1094918
561.6896,0.1095536
562.1718,0.109614
562.6539,0.109671
563.136,0.1097215
563.6182,0.1097622
564.1003,0.1097915
564.5825,0.1098136
565.0646,0.1098384
565.5468,0.1098812
566.0289,0.1099565
566.511,0.1100734
566.9932,0.1102306
567.4753,0.1104152
567.9574,0.1106066
568.4396,0.1107837
568.9217,0.1109333
569.4038,0.1110534
569.886,0.1111535
570.3681,0.11125
570.8502,0.1113566
571.3324,0.1114803
571.8145,0.1116181
572.2966,0.1117604
572.7787,0.1118965
573.2609,0.1120213
573.743,0.1121368
574.2252,0.112251
574.7073,0.1123733
575.1895,0.1125101
575.6716,0.1126615
576.1537,0.1128234
576.6359,0.112991
577.118,0.113163
577.6002,0.1133427
578.0823,0.1135371
578.5644,0.1137509
579.0466,0.1139839
579.5287,0.1142281
580.0108,0.1144703
580.493,0.1146985
580.9751,0.1149067
581.4572,0.1150988
581.9394,0.1152873
582.4215,0.1154879
582.9036,0.1157139
583.3858,0.1159698
583.8679,0.1162515
584.35,0.1165493
584.8322,0.1168528
585.3143,0.1171561
585.7964,0.117461
586.2786,0.1177742
586.7607,0.1181053
587.2429,0.1184613
587.725,0.118845
588.2072,0.1192542
588.6893,0.119684
589.1714,0.1201268
589.6536,0.1205757
590.1357,0.1210219
590.6179,0.1214555
591.1,0.1218648
591.5821,0.1222388
592.0643,0.1225703
592.5464,0.1228585
593.0285,0.1231102
593.5107,0.1233387
593.9928,0.1235584
594.4749,0.1237811
594.9571,0.1240111
595.4392,0.1242456
595.9213,0.1244763
596.4035,0.1246948
596.8856,0.1248959
597.3677,0.1250806
597.8499,0.1252552
598.332,0.1254279
598.8141,0.1256055
599.2963,0.1257907
599.7784,0.1259812
600.2606,0.1261722
600.7427,0.1263574
601.2249,0.1265339
601.707,0.1267015
602.1891,0.1268651
602.6713,0.1270323
603.1534,0.1272125
603.6356,0.1274155
604.1177,0.1276494
604.5998,0.1279184
605.082,0.1282225
605.5641,0.1285557
606.0462,0.1289077
606.5284,0.1292644
607.0105,0.1296123
607.4926,0.1299405
607.9748,0.1302433
608.4569,0.13052
608.939,0.1307729
609.4212,0.1310043
609.9033,0.131214
610.3854,0.1313974
610.8676,0.131547
611.3497,0.1316553
611.8318,0.1317182
612.314,0.131736
612.7961,0.1317146
613.2783,0.1316624
613.7604,0.1315871
614.2426,0.1314928
614.7247,0.1313778
615.2068,0.1312353
615.689,0.1310562
616.1711,0.1308313
616.6533,0.1305548
617.1354,0.1302265
617.6175,0.1298516
618.0997,0.129439
618.5818,0.129
619.0639,0.1285452
619.5461,0.1280825
620.0282,0.1276153
620.5103,0.1271431
620.9925,0.126662
621.4746,0.1261677
621.9567,0.1256569
622.4388,0.1251296
622.921,0.1245891
623.4031,0.1240412
623.8853,0.1234909
624.3674,0.1229414
624.8495,0.1223918
625.3317,0.1218382
625.8138,0.1212756
626.296,0.1207001
626.7781,0.120112
627.2603,0.1195154
627.7424,0.1189166
628.2245,0.1183214
628.7067,0.1177318
629.1888,0.1171448
629.6709,0.1165527
630.1531,0.1159469
630.6352,0.1153207
631.1173,0.1146734
631.5995,0.1140103
632.0816,0.113342
632.5637,0.1126808
633.0459,0.1120376
633.528,0.1114186
634.0101,0.1108251
634.4923,0.1102544
634.9744,0.1097022
635.4565,0.1091642
635.9387,0.1086378
636.4208,0.1081219
636.903,0.1076165
637.3851,0.1071214
637.8672,0.106636
638.3494,0.10616
638.8315,0.1056938
639.3137,0.1052394
639.7958,0.1048006
640.278,0.1043821
640.7601,0.1039888
641.2422,0.1036241
641.7244,0.1032897
642.2065,0.1029849
642.6886,0.1027072
643.1708,0.1024532
643.6529,0.1022189
644.135,0.1020002
644.6172,0.1017936
645.0993,0.1015958
645.5814,0.1014048
646.0636,0.1012197
646.5457,0.1010413
647.0278,0.1008711
647.51,0.100712
647.9921,0.1005663
648.4742,0.1004357
648.9564,0.1003202
649.4385,0.1002183
649.9207,0.1001272
650.4028,0.1000428
650.8849,0.0999604
651.3671,0.09987532
651.8492,0.09978385
652.3314,0.09968425
652.8135,0.09957704
653.2957,0.09946599
653.7778,0.09935727
654.2599,0.09925834
654.7421,0.09917551
655.2242,0.09911221
655.7063,0.09906741
656.1885,0.09903596
656.6706,0.09900977
657.1527,0.09898057
657.6349,0.09894204
658.117,0.09889139
658.5991,0.09882905
659.0813,0.09875776
659.5634,0.09868087
660.0455,0.09860139
660.5277,0.0985222
661.0098,0.09844583
661.4919,0.09837626
661.9741,0.09831803
662.4562,0.09827542
662.9384,0.09825083
663.4205,0.09824241
663.9026,0.09824445
664.3848,0.09824795
664.8669,0.09824395
665.3491,0.09822579
665.8312,0.09819174
666.3134,0.09814488
666.7955,0.09809143
667.2776,0.09803822
667.7598,0.09798998
668.2419,0.09794831
668.724,0.09791178
669.2062,0.09787881
669.6883,0.09784882
670.1704,0.09782299
670.6526,0.09780381
671.1347,0.09779274
671.6168,0.09778921
672.099,0.09778874
672.5811,0.09778496
673.0632,0.09777164
673.5454,0.0977449
674.0275,0.09770506
674.5096,0.09765635
674.9918,0.09760554
675.4739,0.09755906
675.9561,0.09752133
676.4382,0.09749376
676.9203,0.09747511
677.4025,0.09746259
677.8846,0.09745275
678.3668,0.09744211
678.8489,0.09742706
679.3311,0.09740398
679.8132,0.09736893
680.2953,0.09731957
680.7775,0.09725563
681.2596,0.09718043
681.7417,0.09710001
682.2239,0.09702221
682.706,0.09695368
683.1881,0.09689827
683.6703,0.09685538
684.1524,0.09682085
684.6345,0.09678948
685.1167,0.09675684
685.5988,0.09672143
686.0809,0.09668436
686.5631,0.0966481
687.0452,0.09661489
687.5273,0.09658389
688.0095,0.09655218
688.4916,0.09651516
688.9738,0.09646934
689.4559,0.09641337
689.938,0.09634919
690.4202,0.09628146
690.9023,0.09621532
691.3845,0.09615463
