3.996916e+002;0.000000e+000
4.001737e+002;1.874613e-001
4.006559e+002;1.822274e-001
4.011380e+002;1.800650e-001
4.016201e+002;1.806920e-001
4.021023e+002;1.832968e-001
4.025844e+002;1.868618e-001
4.030666e+002;1.905960e-001
4.035487e+002;1.941390e-001
4.040308e+002;1.975376e-001
4.045130e+002;2.009839e-001
4.049951e+002;2.044948e-001
4.054772e+002;2.077249e-001
4.059594e+002;2.100756e-001
4.064415e+002;2.110677e-001
4.069236e+002;2.107246e-001
4.074058e+002;2.095957e-001
4.078879e+002;2.084734e-001
4.083701e+002;2.080144e-001
4.088522e+002;2.084811e-001
4.093343e+002;2.096405e-001
4.098165e+002;2.108496e-001
4.102986e+002;2.112790e-001
4.107807e+002;2.102917e-001
4.112629e+002;2.077435e-001
4.117450e+002;2.040260e-001
4.122271e+002;1.998404e-001
4.127093e+002;1.959148e-001
4.131914e+002;1.927846e-001
4.136736e+002;1.907268e-001
4.141557e+002;1.897691e-001
4.146378e+002;1.897475e-001
4.151200e+002;1.903820e-001
4.156021e+002;1.913230e-001
4.160843e+002;1.921906e-001
4.165664e+002;1.926101e-001
4.170485e+002;1.922580e-001
4.175307e+002;1.909683e-001
4.180128e+002;1.887942e-001
4.184949e+002;1.860303e-001
4.189771e+002;1.831303e-001
4.194592e+002;1.805657e-001
4.199413e+002;1.786951e-001
4.204235e+002;1.776889e-001
4.209056e+002;1.775337e-001
4.213878e+002;1.780848e-001
4.218699e+002;1.791471e-001
4.223520e+002;1.805427e-001
4.228342e+002;1.821427e-001
4.233163e+002;1.838549e-001
4.237984e+002;1.855848e-001
4.242806e+002;1.872040e-001
4.247627e+002;1.885562e-001
4.252448e+002;1.895095e-001
4.257270e+002;1.900139e-001
4.262091e+002;1.901422e-001
4.266913e+002;1.900665e-001
4.271734e+002;1.899879e-001
4.276555e+002;1.900514e-001
4.281377e+002;1.902912e-001
4.286198e+002;1.906242e-001
4.291020e+002;1.909074e-001
4.295841e+002;1.910178e-001
4.300662e+002;1.909204e-001
4.305484e+002;1.906890e-001
4.310305e+002;1.904671e-001
4.315126e+002;1.903922e-001
4.319948e+002;1.905336e-001
4.324769e+002;1.908582e-001
4.329590e+002;1.912668e-001
4.334412e+002;1.916434e-001
4.339233e+002;1.919213e-001
4.344055e+002;1.921152e-001
4.348876e+002;1.923098e-001
4.353697e+002;1.926092e-001
4.358519e+002;1.930837e-001
4.363340e+002;1.937355e-001
4.368161e+002;1.945018e-001
4.372983e+002;1.952873e-001
4.377804e+002;1.960052e-001
4.382625e+002;1.966058e-001
4.387447e+002;1.970826e-001
4.392268e+002;1.974503e-001
4.397090e+002;1.977258e-001
4.401911e+002;1.979196e-001
4.406732e+002;1.980526e-001
4.411554e+002;1.981760e-001
4.416375e+002;1.983881e-001
4.421196e+002;1.988206e-001
4.426018e+002;1.995984e-001
4.430839e+002;2.007881e-001
4.435660e+002;2.023592e-001
4.440482e+002;2.041800e-001
4.445303e+002;2.060572e-001
4.450125e+002;2.078072e-001
4.454946e+002;2.093227e-001
4.459767e+002;2.106018e-001
4.464589e+002;2.117312e-001
4.469410e+002;2.128247e-001
4.474232e+002;2.139630e-001
4.479053e+002;2.151501e-001
4.483874e+002;2.163263e-001
4.488696e+002;2.174037e-001
4.493517e+002;2.183271e-001
4.498338e+002;2.191033e-001
4.503160e+002;2.197975e-001
4.507981e+002;2.204902e-001
4.512802e+002;2.212251e-001
4.517624e+002;2.219767e-001
4.522445e+002;2.226575e-001
4.527267e+002;2.231599e-001
4.532088e+002;2.234136e-001
4.536909e+002;2.234210e-001
4.541731e+002;2.232553e-001
4.546552e+002;2.230170e-001
4.551373e+002;2.227768e-001
4.556195e+002;2.225332e-001
4.561016e+002;2.222120e-001
4.565837e+002;2.216963e-001
4.570659e+002;2.208879e-001
4.575480e+002;2.197586e-001
4.580302e+002;2.183726e-001
4.585123e+002;2.168653e-001
4.589944e+002;2.153955e-001
4.594766e+002;2.140894e-001
4.599587e+002;2.130064e-001
4.604409e+002;2.121350e-001
4.609230e+002;2.114097e-001
4.614051e+002;2.107420e-001
4.618873e+002;2.100503e-001
4.623694e+002;2.092735e-001
4.628515e+002;2.083764e-001
4.633337e+002;2.073441e-001
4.638158e+002;2.061839e-001
4.642979e+002;2.049229e-001
4.647801e+002;2.036132e-001
4.652622e+002;2.023258e-001
4.657444e+002;2.011403e-001
4.662265e+002;2.001265e-001
4.667086e+002;1.993247e-001
4.671908e+002;1.987322e-001
4.676729e+002;1.983020e-001
4.681550e+002;1.979548e-001
4.686372e+002;1.975987e-001
4.691193e+002;1.971503e-001
4.696014e+002;1.965532e-001
4.700836e+002;1.957830e-001
4.705657e+002;1.948494e-001
4.710479e+002;1.937932e-001
4.715300e+002;1.926832e-001
4.720121e+002;1.916065e-001
4.724943e+002;1.906574e-001
4.729764e+002;1.899178e-001
4.734586e+002;1.894377e-001
4.739407e+002;1.892222e-001
4.744228e+002;1.892288e-001
4.749050e+002;1.893771e-001
4.753871e+002;1.895719e-001
4.758692e+002;1.897261e-001
4.763514e+002;1.897755e-001
4.768335e+002;1.896868e-001
4.773156e+002;1.894501e-001
4.777978e+002;1.890675e-001
4.782799e+002;1.885472e-001
4.787621e+002;1.879036e-001
4.792442e+002;1.871707e-001
4.797263e+002;1.864111e-001
4.802085e+002;1.857169e-001
4.806906e+002;1.851929e-001
4.811727e+002;1.849273e-001
4.816549e+002;1.849569e-001
4.821370e+002;1.852479e-001
4.826191e+002;1.856955e-001
4.831013e+002;1.861529e-001
4.835834e+002;1.864755e-001
4.840656e+002;1.865671e-001
4.845477e+002;1.864088e-001
4.850298e+002;1.860595e-001
4.855120e+002;1.856284e-001
4.859941e+002;1.852335e-001
4.864763e+002;1.849602e-001
4.869584e+002;1.848405e-001
4.874405e+002;1.848489e-001
4.879227e+002;1.849214e-001
4.884048e+002;1.849810e-001
4.888869e+002;1.849633e-001
4.893691e+002;1.848333e-001
4.898512e+002;1.845905e-001
4.903333e+002;1.842648e-001
4.908155e+002;1.839105e-001
4.912976e+002;1.835941e-001
4.917798e+002;1.833815e-001
4.922619e+002;1.833234e-001
4.927440e+002;1.834424e-001
4.932262e+002;1.837234e-001
4.937083e+002;1.841132e-001
4.941904e+002;1.845300e-001
4.946726e+002;1.848866e-001
4.951547e+002;1.851137e-001
4.956368e+002;1.851812e-001
4.961190e+002;1.851055e-001
4.966011e+002;1.849417e-001
4.970833e+002;1.847626e-001
4.975654e+002;1.846361e-001
4.980475e+002;1.846064e-001
4.985297e+002;1.846882e-001
4.990118e+002;1.848701e-001
4.994940e+002;1.851228e-001
4.999761e+002;1.854101e-001
5.004582e+002;1.856947e-001
5.009404e+002;1.859404e-001
5.014225e+002;1.861146e-001
