"V1","V2"
399.6916,0
400.1737,0.2655036
400.6559,0.2665395
401.138,0.2702199
401.6201,0.2758566
402.1023,0.2816656
402.5844,0.2854493
403.0666,0.2855591
403.5487,0.2816742
404.0308,0.2748358
404.513,0.2668645
404.9951,0.2596309
405.4772,0.2545172
405.9594,0.2521792
406.4415,0.2525489
406.9236,0.2550552
407.4058,0.2589502
407.8879,0.2635456
408.3701,0.2682606
408.8522,0.2725498
409.3343,0.2758489
409.8165,0.2776351
410.2986,0.2776009
410.7807,0.2758054
411.2629,0.272681
411.745,0.2688345
412.2271,0.2647946
412.7093,0.2608977
413.1914,0.2572763
413.6736,0.253974
414.1557,0.251043
414.6378,0.248601
415.12,0.2468098
415.6021,0.2458097
416.0843,0.2456512
416.5664,0.2462602
417.0485,0.2474503
417.5307,0.2489882
418.0128,0.2506559
418.4949,0.2523054
418.9771,0.2538611
419.4592,0.255274
419.9413,0.2564699
420.4235,0.2573383
420.9056,0.2577638
421.3878,0.2577096
421.8699,0.257264
422.352,0.2566313
422.8342,0.2560463
423.3163,0.2556758
423.7984,0.2555378
424.2806,0.2555079
424.7627,0.2553894
425.2448,0.2550283
425.727,0.2544019
426.2091,0.253633
426.6913,0.2529247
427.1734,0.2524434
427.6555,0.2522319
428.1377,0.2521901
428.6198,0.2521258
429.102,0.2518692
429.5841,0.2513729
430.0662,0.2507463
430.5484,0.2502158
431.0305,0.2500118
431.5126,0.250261
431.9948,0.2509322
432.4769,0.2518481
432.959,0.2527696
433.4412,0.2534979
433.9233,0.2539397
434.4055,0.2541283
434.8876,0.2541671
435.3697,0.254158
435.8519,0.2541501
436.334,0.2541349
436.8161,0.2540808
437.2983,0.2539873
437.7804,0.2539
438.2625,0.2538962
438.7447,0.2540297
439.2268,0.2542803
439.709,0.2545405
440.1911,0.2546528
440.6732,0.2544889
441.1554,0.2540252
441.6375,0.2533761
442.1196,0.2527581
442.6018,0.2524047
443.0839,0.2524656
443.566,0.2529488
444.0482,0.2537185
444.5303,0.2545621
445.0125,0.255283
445.4946,0.2557803
445.9767,0.2560742
446.4589,0.2562681
446.941,0.2564756
447.4232,0.2567559
447.9053,0.257086
448.3874,0.2573898
448.8696,0.2575896
449.3517,0.2576641
449.8338,0.2576678
450.316,0.2577046
450.7981,0.2578767
451.2802,0.2582315
451.7624,0.2587391
452.2445,0.2593088
452.7267,0.259832
453.2088,0.2602328
453.6909,0.2604935
454.1731,0.2606482
454.6552,0.2607518
455.1373,0.2608441
455.6195,0.2609316
456.1016,0.2609979
456.5837,0.2610258
457.0659,0.2610196
457.548,0.2610128
458.0302,0.2610518
458.5123,0.2611715
