"V1","V2"
399.6916,0
400.1737,0.2087798
400.6559,0.204179
401.138,0.201708
401.6201,0.2024661
402.1023,0.2070707
402.5844,0.2154884
403.0666,0.2270835
403.5487,0.2406772
404.0308,0.2546672
404.513,0.267065
404.9951,0.2757646
405.4772,0.2791408
405.9594,0.276917
406.4415,0.2704512
406.9236,0.2621672
407.4058,0.254421
407.8879,0.2487802
408.3701,0.2457565
408.8522,0.2450067
409.3343,0.2456302
409.8165,0.2466385
410.2986,0.2473368
410.7807,0.24757
411.2629,0.2475966
411.745,0.2477713
412.2271,0.248176
412.7093,0.2485147
413.1914,0.2482065
413.6736,0.2467646
414.1557,0.2441133
414.6378,0.2407375
415.12,0.2374545
415.6021,0.2350623
416.0843,0.2340048
416.5664,0.2342585
417.0485,0.2353756
417.5307,0.2367099
418.0128,0.2376825
418.4949,0.2380389
418.9771,0.2378932
419.4592,0.2376148
419.9413,0.2375795
420.4235,0.2379969
420.9056,0.2388305
421.3878,0.2398752
421.8699,0.2408857
422.352,0.2417146
422.8342,0.2423385
423.3163,0.2428275
423.7984,0.2432395
424.2806,0.2435726
424.7627,0.2437512
425.2448,0.2437082
425.727,0.2434439
426.2091,0.2430756
426.6913,0.2427882
427.1734,0.2427616
427.6555,0.2430713
428.1377,0.2436574
428.6198,0.244343
429.102,0.2449318
429.5841,0.2452969
430.0662,0.2454449
430.5484,0.2454891
431.0305,0.2455731
431.5126,0.2457743
431.9948,0.2460655
432.4769,0.2463205
432.959,0.2464061
433.4412,0.2462483
433.9233,0.2458925
434.4055,0.24548
434.8876,0.2451796
435.3697,0.2451006
435.8519,0.2452499
436.334,0.2455312
436.8161,0.2458133
437.2983,0.2459974
437.7804,0.2460737
438.2625,0.2461076
438.7447,0.2462011
439.2268,0.2464226
439.709,0.2467791
440.1911,0.2472206
440.6732,0.2476913
441.1554,0.2481675
441.6375,0.2486878
442.1196,0.2493154
442.6018,0.2500879
443.0839,0.2509504
443.566,0.2517456
444.0482,0.25225
444.5303,0.2522705
445.0125,0.2517324
445.4946,0.2507333
445.9767,0.2495055
446.4589,0.2483321
446.941,0.2474358
447.4232,0.2469161
447.9053,0.2467364
448.3874,0.24678
448.8696,0.2469188
449.3517,0.2470874
449.8338,0.2472971
450.316,0.2476155
450.7981,0.248108
451.2802,0.2487944
451.7624,0.2496308
452.2445,0.2505337
452.7267,0.2514181
453.2088,0.2522364
453.6909,0.2529748
454.1731,0.2536365
454.6552,0.2541949
455.1373,0.2545804
455.6195,0.2546898
456.1016,0.2544428
456.5837,0.2538314
457.0659,0.2529568
457.548,0.2520034
458.0302,0.2511844
458.5123,0.2506629
458.9944,0.2505043
459.4766,0.2506693
459.9587,0.251056
460.4409,0.2515557
460.923,0.2521056
461.4051,0.2526976
461.8873,0.2533573
462.3694,0.2540955
462.8515,0.254875
463.3337,0.2556035
463.8158,0.2561699
464.2979,0.2564892
464.7801,0.2565491
465.2622,0.2564089
465.7444,0.2561757
466.2265,0.2559521
466.7086,0.2558032
467.1908,0.2557403
467.6729,0.2557456
468.155,0.2557964
468.6372,0.2558933
469.1193,0.2560545
469.6014,0.2562982
470.0836,0.2566119
470.5657,0.2569459
471.0479,0.2572258
471.53,0.257397
472.0121,0.2574553
472.4943,0.2574644
472.9764,0.257527
473.4586,0.2577356
473.9407,0.2581177
474.4228,0.2586193
474.905,0.2591217
475.3871,0.2595054
475.8692,0.2597084
476.3514,0.2597684
476.8335,0.2598051
477.3156,0.2599661
477.7978,0.2603507
478.2799,0.2609616
478.7621,0.2616947
479.2442,0.2623829
479.7263,0.2628651
480.2085,0.2630543
480.6906,0.2629634
481.1727,0.2626916
481.6549,0.2623672
482.137,0.2621012
482.6191,0.261951
483.1013,0.2619289
483.5834,0.2620226
484.0656,0.2622234
484.5477,0.2625316
485.0298,0.2629474
485.512,0.2634439
485.9941,0.2639582
486.4763,0.264398
486.9584,0.2646804
487.4405,0.2647718
487.9227,0.2647179
488.4048,0.2646323
488.8869,0.2646588
489.3691,0.2649094
489.8512,0.2654198
490.3333,0.2661306
490.8155,0.266917
491.2976,0.2676358
491.7798,0.2681831
492.2619,0.2685256
492.744,0.2686981
493.2262,0.2687697
493.7083,0.2688084
494.1904,0.2688484
494.6726,0.268896
495.1547,0.2689384
495.6368,0.268969
496.119,0.2689946
496.6011,0.2690341
497.0833,0.2690989
497.5654,0.2691824
498.0475,0.2692566
498.5297,0.2692905
499.0118,0.2692696
499.494,0.2692142
499.9761,0.2691731
500.4582,0.2692055
500.9404,0.2693482
501.4225,0.2695996
501.9046,0.269915
502.3868,0.2702333
502.8689,0.2705041
503.351,0.2707174
503.8332,0.2709011
504.3153,0.271108
504.7975,0.2713789
505.2796,0.2717225
505.7617,0.2721066
506.2439,0.2724785
506.726,0.2727914
507.2081,0.2730342
507.6903,0.2732329
508.1724,0.2734385
508.6545,0.2736942
509.1367,0.2740129
509.6188,0.2743661
510.101,0.2746995
